代码	名称	涨幅%%	换手%%	细分行业	股东人数	人均持股	流通股本	总股本(万)	现价	上市日期	今开	最高	最低	昨收	市盈(动)	总金额	量比	未分利润	地区	总量	振幅%%	均价	内盘	外盘	内外比	
300088	长信科技	-2.83	          4.32	光学光电子	10648.00	         35728	      38043.37	      48945.00	23.04	20100526	23.50	24.25	22.86	23.71	    46.77	384382400	  0.77	55235.15	安徽	164417	 5.86	23.38	93133	71284	  1.31	
300170	汉得信息	-2.82	          1.08	计算机应用	5645.00	         17951	      10133.45	      17744.77	22.37	20110201	22.62	23.09	21.79	23.02	    39.38	24616362	  0.69	22175.37	上海	10975	 5.65	22.43	7691	3284	  2.34	
000610	西安旅游	-2.82	          3.89	旅游综合	42377.00	          4594	      19469.85	      19674.78	7.23	19960926	7.42	7.52	7.17	7.44	--  	55331060	  0.50	12597.31	陕西	75814	 4.70	7.30	38926	36888	  1.06	
600970	中材国际	-2.82	          2.77	建筑装饰	54456.00	         20077	     109329.72	     109329.72	11.71	20050412	12.05	12.20	11.31	12.05	    13.53	356684992	  1.29	313551.44	江苏	302499	 7.39	11.79	169675	132824	  1.28	
300091	金通灵	-2.82	          1.92	通用机械	10627.00	          8834	       9387.50	      20900.00	7.25	20100625	7.46	7.49	7.03	7.46	--  	13154002	  0.55	10805.91	江苏	18009	 6.17	7.30	9909	8100	  1.22	
600767	运盛实业	-2.81	          2.10	房地产开发	35887.00	          9500	      34091.01	      34101.01	5.19	19961115	5.36	5.59	5.09	5.34	--  	38347540	  1.96	-1068.45	上海	71474	 9.36	5.37	37824	33650	  1.12	
000615	湖北金环	-2.80	          1.00	化学纤维	30466.00	          6947	      21165.25	      21167.73	5.20	19961016	5.25	5.30	5.09	5.35	--  	11003790	  1.17	15742.05	湖北	21069	 3.93	5.22	14940	6129	  2.44	
600559	老白干酒	-2.78	          3.04	饮料制造	14173.00	          9878	      14000.00	      14000.00	29.38	20021029	29.81	30.77	28.50	30.22	    45.56	127020480	  1.74	28958.66	河北	42623	 7.51	29.80	20492	22131	  0.93	
300286	安科瑞	-2.78	          7.43	电气设备	3978.00	          4359	       1734.00	       7133.00	17.15	20120113	17.65	18.16	16.77	17.64	    34.94	22709060	  1.10	9452.22	上海	12879	 7.88	17.63	7253	5626	  1.29	
002524	光正钢构	-2.75	          6.60	建筑装饰	15110.00	         15445	      23338.06	      50333.28	7.42	20101217	7.62	7.66	7.25	7.63	--  	115269504	  0.90	7329.52	新疆	154020	 5.37	7.48	66038	87982	  0.75	
600998	九州通	-2.74	          0.47	医药商业	26397.00	         19597	      51729.78	     142051.56	11.35	20101102	11.66	11.77	11.28	11.67	    41.22	27395204	  1.05	131780.11	湖北	24137	 4.20	11.35	16232	7905	  2.05	
600265	*ST景谷	-2.74	          0.87	林业	12354.00	         10507	      12980.00	      12980.00	7.46	20000825	7.60	7.98	7.31	7.67	--  	8599387	  1.39	-29432.20	云南	11353	 8.74	7.57	5970	5383	  1.11	
600845	宝信软件	-2.73	          0.80	计算机应用	25535.00	          8871	      22651.73	      34091.73	16.42	19940311	16.80	16.80	16.07	16.88	    21.08	29590356	  1.48	100515.56	上海	18106	 4.32	16.34	8637	9469	  0.91	
603000	人民网	-2.72	          4.89	网络服务	21269.00	          3249	       6910.56	      27642.27	41.41	20120427	42.65	43.40	40.68	42.57	    83.23	142057232	  1.00	35308.05	北京	33819	 6.39	42.01	16861	16958	  0.99	
601088	中国神华	-2.72	          0.10	煤炭开采	317061.00	         51444	    1631103.75	    1988962.00	17.50	20071009	18.01	18.07	17.48	17.99	     7.86	285674304	  1.37	14504600.00	北京	160653	 3.28	17.78	76420	84233	  0.91	
603008	喜临门	-2.69	          3.49	家用轻工	17582.00	          4479	       7875.00	      31500.00	6.16	20120717	6.28	6.37	6.01	6.33	    27.53	16890352	  1.01	22121.15	浙江	27462	 5.69	6.15	17853	9609	  1.86	
002646	青青稞酒	-2.68	          5.80	饮料制造	31364.00	          5022	      15750.00	      45000.00	21.40	20111222	21.90	22.20	20.75	21.99	    14.79	197399632	  1.12	60403.83	青海	91391	 6.59	21.60	52577	38814	  1.35	
300345	红宇新材	-2.67	          3.69	通用机械	7021.00	          3418	       2400.00	       9600.00	13.11	20120801	14.59	14.59	12.80	13.47	    33.34	12072311	  1.42	13851.25	湖南	8844	13.29	13.65	5550	3294	  1.68	
300090	盛运股份	-2.67	          4.24	通用机械	6194.00	         21808	      13507.82	      25527.22	27.00	20100625	27.50	28.40	26.00	27.74	   102.73	157735680	  1.68	30115.15	安徽	57261	 8.65	27.55	36138	21123	  1.71	
600562	高淳陶瓷	-2.67	          0.94	建筑材料	7427.00	          8907	       6614.97	       8408.92	45.61	20030128	46.98	48.89	44.72	46.86	--  	28899912	  0.54	1049.12	江苏	6247	 8.90	46.26	3864	2383	  1.62	
000715	中兴商业	-2.65	          1.42	零售	19515.00	         14251	      27809.86	      27900.59	9.54	19970508	9.67	9.79	9.13	9.80	    30.09	37425556	  0.90	49491.99	辽宁	39384	 6.73	9.50	22368	17016	  1.31	
000909	数源科技	-2.64	          1.23	房地产开发	22346.00	         13157	      29400.00	      29400.00	4.80	19990507	4.90	4.97	4.44	4.93	    82.29	17165816	  1.38	12170.86	浙江	36179	10.75	4.74	24895	11284	  2.21	
600589	广东榕泰	-2.64	          2.31	化工新材料	50249.00	         11975	      60173.00	      60173.00	5.17	20010612	5.30	5.36	5.06	5.31	    47.29	72154752	  1.02	71312.61	广东	138935	 5.65	5.19	82251	56684	  1.45	
002444	巨星科技	-2.63	          2.05	通用机械	22280.00	          6214	      13845.00	      50700.00	12.20	20100713	12.49	12.70	11.95	12.53	    16.61	35019260	  0.95	93012.40	浙江	28356	 5.99	12.35	16138	12218	  1.32	
600256	DR广汇能	-2.62	          1.40	石油化工	52523.00	         39109	     205411.45	     350436.25	12.99	20000526	13.40	13.49	12.76	13.34	    21.64	377511104	  1.91	354307.00	新疆	287702	 5.47	13.12	140131	147571	  0.95	
002191	劲嘉股份	-2.62	          1.50	包装印刷	31843.00	         20161	      64200.00	      64200.00	9.28	20071205	9.48	9.56	8.95	9.53	     9.58	89739632	  1.28	122019.32	深圳	96432	 6.40	9.31	51224	45208	  1.13	
300072	三聚环保	-2.61	          1.25	化学制品	12440.00	         36746	      45712.39	      50580.39	14.90	20100427	15.11	15.30	14.69	15.30	   190.67	85071080	  0.93	37235.78	北京	57062	 3.99	14.91	31238	25824	  1.21	
600586	金晶科技	-2.59	          1.60	建筑材料	117905.00	          8202	      96710.93	     142270.73	3.39	20020815	3.63	3.71	3.26	3.48	    29.53	54170824	  1.86	66744.13	山东	154298	12.93	3.51	89696	64602	  1.39	
300113	顺网科技	-2.56	          2.75	网络服务	3906.00	         14426	       5634.93	      13200.00	39.90	20100827	40.89	41.30	37.30	40.95	    91.83	61408376	  0.63	16062.19	浙江	15512	 9.77	39.59	10193	5319	  1.92	
002219	独 一 味	-2.54	          2.01	中药	17584.00	         24293	      42717.03	      44046.19	18.00	20080306	18.99	19.30	17.59	18.47	    39.46	159413184	  1.82	11926.47	甘肃	86037	 9.26	18.53	42483	43554	  0.98	
002399	海普瑞	-2.54	          0.71	化学制药	42063.00	         19024	      80020.00	      80020.00	18.05	20100506	18.40	18.68	17.26	18.52	    25.96	102664888	  0.88	164645.05	深圳	56738	 7.67	18.09	30877	25861	  1.19	
300210	森远股份	-2.54	          2.01	专用设备	2678.00	         13240	       3545.65	      13473.00	19.99	20110426	19.90	20.91	19.65	20.51	    29.04	14279911	  1.02	23141.40	辽宁	7127	 6.14	20.03	4647	2480	  1.87	
600537	亿晶光电	-2.53	          5.79	电气设备	38909.00	          5912	      23003.40	      48587.12	8.87	20030123	9.12	9.32	8.61	9.10	--  	120695360	  1.53	64784.11	浙江	133281	 7.80	9.06	72678	60603	  1.20	
002354	科冕木业	-2.52	          1.78	家用轻工	11508.00	          4451	       5121.87	       9350.00	10.43	20100209	10.67	10.90	10.43	10.70	--  	9729905	  1.31	12935.10	辽宁	9121	 4.39	10.67	4469	4652	  0.96	
000698	沈阳化工	-2.51	          1.07	石油化工	70714.00	          8868	      62709.67	      66092.85	3.88	19970220	4.08	4.15	3.83	3.98	--  	26894068	  2.42	73491.00	辽宁	66844	 8.04	4.02	35554	31290	  1.14	
300319	麦捷科技	-2.51	         15.24	元件	3005.00	          6082	       1827.59	       5334.00	21.35	20120523	21.70	22.43	20.50	21.90	    49.70	60470204	  0.82	5576.11	深圳	27846	 8.81	21.72	14792	13054	  1.13	
600682	南京新百	-2.49	          0.36	零售	20080.00	         17798	      35737.51	      35832.17	8.22	19931018	8.43	8.48	8.10	8.43	    15.42	10775881	  2.00	36478.56	江苏	12954	 4.51	8.32	9843	3111	  3.16	
000985	大庆华科	-2.47	          0.46	化工新材料	7034.00	         18430	      12963.95	      12963.95	9.48	20000726	9.72	9.72	9.00	9.72	--  	5631034	  2.28	3752.63	黑龙江	6027	 7.41	9.34	4395	1632	  2.69	
600377	宁沪高速	-2.46	          0.05	高速公路	43226.00	         87189	     376883.88	     503774.75	5.16	20010116	5.26	5.29	5.12	5.29	    10.27	8967720	  0.75	416764.94	江苏	17298	 3.21	5.18	11108	6190	  1.79	
002449	国星光电	-2.44	          5.72	光学光电子	23062.00	          9964	      22978.00	      43000.00	7.60	20100716	7.70	7.99	7.27	7.79	    36.61	101711264	  2.38	38257.30	广东	131543	 9.24	7.73	69057	62486	  1.11	
600283	钱江水利	-2.42	          1.53	水务	46291.00	          6164	      28533.00	      28533.00	8.06	20001018	8.11	8.27	7.65	8.26	   151.48	35098904	  1.07	6113.68	浙江	43755	 7.51	8.02	17216	26539	  0.65	
600019	宝钢股份	-2.41	          0.15	钢铁	524689.00	         31393	    1647172.50	    1647172.50	4.05	20001212	4.15	4.17	4.03	4.15	    10.25	104304344	  1.86	3643068.50	上海	254397	 3.37	4.10	106734	147663	  0.72	
600687	刚泰控股	-2.41	          1.38	房地产开发	16168.00	          7848	      12688.86	      31457.52	12.16	19931108	12.32	12.51	11.83	12.46	    16.52	21209528	  1.49	6501.16	浙江	17546	 5.46	12.09	11437	6109	  1.87	
600995	文山电力	-2.40	          5.85	电力	41922.00	         11415	      47852.64	      47852.64	5.70	20040615	5.81	5.84	5.51	5.84	    12.04	160722112	  1.40	55835.83	云南	280042	 5.65	5.74	102078	177964	  0.57	
000040	宝安地产	-2.38	          0.90	房地产开发	69260.00	          6702	      46417.10	      46959.33	4.11	19940808	4.21	4.24	3.96	4.21	    14.37	17225736	  3.15	31603.86	深圳	41644	 6.65	4.14	22467	19177	  1.17	
300171	东富龙	-2.37	          3.04	医疗器械	6032.00	         11207	       6760.00	      20800.00	25.93	20110201	26.65	26.92	25.55	26.56	    21.37	53875256	  1.04	46381.11	上海	20547	 5.16	26.22	11826	8721	  1.36	
300266	兴源过滤	-2.36	          6.09	通用机械	5570.00	          5228	       2912.00	      11648.00	12.00	20110927	12.11	12.60	11.66	12.29	    89.96	21549188	  0.99	12666.83	浙江	17747	 7.65	12.14	9734	8013	  1.21	
000893	东凌粮油	-2.33	          0.65	农产品加工	15088.00	         14632	      22076.31	      26678.00	13.00	19981224	13.28	13.28	12.08	13.31	   106.13	18306864	  2.14	10082.12	广东	14403	 9.02	12.71	8554	5849	  1.46	
002250	联化科技	-2.31	          0.51	化学制品	6308.00	         53063	      33472.35	      52523.57	20.27	20080619	20.85	20.85	19.11	20.75	    28.22	33843080	  1.31	105901.97	浙江	16925	 8.39	19.99	11005	5920	  1.86	
601012	隆基股份	-2.30	          7.97	电气设备	32550.00	          6405	      20848.86	      53852.39	9.33	20120411	9.77	9.85	9.12	9.55	--  	159229360	  1.35	85723.46	陕西	166108	 7.64	9.59	86254	79854	  1.08	
002331	皖通科技	-2.30	         10.63	计算机应用	13800.00	          8388	      11575.66	      21425.66	10.19	20100106	10.25	10.42	9.80	10.43	    26.63	125083416	  1.48	16873.39	安徽	123041	 5.94	10.17	71304	51737	  1.38	
000055	方大集团	-2.30	          1.11	建筑装饰	69564.00	          6050	      42085.42	      75690.99	5.10	19960415	5.20	5.22	4.85	5.22	    86.07	23489552	  1.25	24212.00	深圳	46825	 7.09	5.02	30316	16509	  1.84	
002465	海格通信	-2.28	          2.29	通信设备	25747.00	          3301	       8500.00	      33250.64	29.61	20100831	30.23	30.96	29.17	30.30	   147.51	58937328	  1.69	63709.05	广东	19501	 5.91	30.22	11364	8137	  1.40	
002328	新朋股份	-2.27	          1.40	汽车部件	18781.00	         17422	      32719.51	      45000.00	6.45	20091230	6.54	6.63	5.94	6.60	   228.63	28665842	  3.90	38965.48	上海	45892	10.45	6.25	25361	20531	  1.24	
002143	高金食品	-2.26	          1.44	畜禽养殖	14197.00	          7402	      10508.79	      20865.00	4.75	20070720	4.89	4.89	4.51	4.86	--  	7101009	  1.62	11334.90	四川	15145	 7.82	4.69	8195	6950	  1.18	
300307	慈星股份	-2.26	          2.90	专用设备	39570.00	          3960	      15670.83	      80200.00	7.79	20120329	7.97	8.13	7.52	7.97	    18.24	35905268	  0.73	118212.05	浙江	45440	 7.65	7.90	28360	17080	  1.66	
600389	江山股份	-2.26	          2.46	化学制品	12256.00	         16155	      19800.00	      19800.00	32.50	20010110	33.10	34.60	31.20	33.25	    30.76	161664368	  1.03	47997.95	江苏	48790	10.23	33.13	25692	23098	  1.11	
000150	宜华地产	-2.24	          0.91	房地产开发	25475.00	         12718	      32400.00	      32400.00	5.23	20000807	5.33	5.37	4.93	5.35	   616.28	15365749	  1.27	6126.83	广东	29572	 8.22	5.20	17606	11966	  1.47	
001896	豫能控股	-2.23	          2.36	电力	24723.00	         17392	      42999.25	      62334.69	5.26	19980122	5.37	5.47	5.03	5.38	    19.00	53325424	  1.05	-136767.56	河南	101560	 8.18	5.25	64701	36859	  1.76	
600966	博汇纸业	-2.22	          0.63	造纸	54728.00	          9220	      50461.94	      50461.94	4.41	20040608	4.49	4.49	4.32	4.51	   405.17	14001910	  1.22	117581.17	山东	31877	 3.77	4.39	19875	12002	  1.66	
002690	美亚光电	-2.21	          1.34	专用设备	6165.00	         10543	       6500.00	      26000.00	23.00	20120731	23.40	23.70	22.80	23.52	    87.91	20147370	  1.03	25463.10	安徽	8683	 3.83	23.20	5891	2792	  2.11	
002700	新疆浩源	-2.20	         17.11	燃气	10251.00	          1789	       1833.80	       7333.79	51.93	20120921	53.47	54.48	50.30	53.10	    43.95	164657392	  1.03	14443.15	新疆	31378	 7.87	52.47	17700	13678	  1.29	
002422	科伦药业	-2.19	          0.63	化学制药	14063.00	         17355	      24405.76	      48000.00	54.38	20100603	55.60	55.60	54.11	55.60	    31.58	84166040	  1.21	358477.72	四川	15400	 2.68	54.65	9219	6181	  1.49	
300030	阳普医疗	-2.14	          1.38	医疗器械	9708.00	         11221	      10893.36	      14800.00	9.60	20091225	9.75	9.82	9.02	9.81	   117.20	14254122	  0.92	8952.50	广东	15012	 8.15	9.49	8959	6053	  1.48	
600809	山西汾酒	-2.13	          0.89	饮料制造	36015.00	         24041	      86584.82	      86584.82	27.58	19940106	28.18	28.43	26.95	28.18	     7.94	214258720	  1.27	283654.13	山西	76828	 5.25	27.89	41243	35585	  1.16	
002284	亚太股份	-2.13	          0.95	汽车部件	23137.00	         10970	      25380.25	      28704.00	7.36	20090828	7.57	7.59	7.05	7.52	    17.52	17730248	  1.10	47574.86	浙江	24093	 7.18	7.36	14138	9955	  1.42	
300047	天源迪科	-2.08	          2.98	计算机应用	14500.00	         12699	      18413.47	      31380.00	7.54	20100120	7.70	8.04	7.31	7.70	   146.83	42440732	  0.78	22642.12	深圳	54807	 9.48	7.74	31005	23802	  1.30	
600493	凤竹纺织	-2.07	          1.67	纺织制造	29815.00	          9123	      27200.00	      27200.00	4.26	20040421	4.34	4.34	4.05	4.35	--  	19220710	  1.21	6937.12	福建	45454	 6.67	4.23	21584	23870	  0.90	
002544	杰赛科技	-2.04	          4.92	通信设备	15861.00	         13030	      20667.33	      34384.00	8.18	20110128	8.30	8.60	7.61	8.35	    57.08	83407720	  1.06	24611.07	广东	101757	11.86	8.20	54703	47054	  1.16	
300301	长方照明	-2.02	         21.90	光学光电子	12601.00	          5357	       6750.00	      27000.00	13.58	20120321	14.19	14.20	12.63	13.86	    88.86	201908144	  1.51	10027.10	深圳	147812	11.33	13.66	78803	69009	  1.14	
000511	银基发展	-1.99	          1.88	房地产开发	133758.00	          8634	     115482.22	     115483.20	4.43	19930518	4.50	4.52	4.31	4.52	   256.92	95560544	  1.55	31397.85	辽宁	216705	 4.65	4.41	127855	88850	  1.44	
002636	金安国纪	-1.97	          4.71	元件	20684.00	          4205	       8697.12	      28000.00	6.95	20111125	7.10	7.28	6.78	7.09	    47.86	29054352	  1.78	33638.78	上海	40944	 7.05	7.10	19350	21594	  0.90	
600835	上海机电	-1.96	          1.63	专用设备	79763.00	         10111	      80650.42	     102273.92	10.02	19940224	10.13	10.44	9.73	10.22	    29.11	131557304	  0.84	120601.72	上海	131143	 6.95	10.03	74816	56327	  1.33	
000066	长城电脑	-1.91	          2.65	计算机设备	104645.00	          5487	      57414.41	     132359.39	3.08	19970626	3.14	3.29	3.00	3.14	   257.72	48041688	  1.65	61883.30	深圳	152087	 9.24	3.16	78006	74081	  1.05	
600900	长江电力	-1.90	          0.32	电力	347129.00	         28076	     974594.13	    1650000.00	6.71	20031118	6.88	6.92	6.68	6.84	    55.69	214923904	  1.34	1842189.25	北京	316196	 3.51	6.80	135709	180487	  0.75	
002507	涪陵榨菜	-1.89	          3.74	食品加工	11273.00	          4458	       5025.37	      15500.00	22.90	20101123	23.12	23.87	22.60	23.34	    29.21	43904136	  1.78	23606.42	重庆	18811	 5.44	23.34	13545	5266	  2.57	
002359	齐星铁塔	-1.88	          1.27	电气设备	10798.00	         12519	      13517.51	      20840.00	13.05	20100210	13.31	13.51	12.37	13.30	    89.83	22083994	  0.70	14433.55	山东	17157	 8.57	12.87	11545	5612	  2.06	
002653	海思科	-1.87	          3.97	化学制药	21392.00	          5910	      12642.40	      80020.00	26.21	20120117	26.12	27.20	24.65	26.71	    64.78	130430280	  0.89	28574.65	西藏	50208	 9.55	25.98	26390	23818	  1.11	
300058	蓝色光标	-1.87	          1.16	传媒	4881.00	         51910	      25337.40	      40272.96	40.45	20100226	40.94	41.00	39.40	41.22	    75.69	117716704	  1.14	43620.73	北京	29433	 3.88	39.99	19848	9585	  2.07	
002589	瑞康医药	-1.87	          2.50	医药商业	3664.00	         11222	       4111.56	       9380.00	39.40	20110610	39.80	41.65	38.53	40.15	    30.38	41416720	  2.04	26567.05	山东	10281	 7.77	40.28	4424	5857	  0.76	
002110	三钢闽光	-1.86	          1.59	钢铁	28231.00	         18940	      53470.00	      53470.00	5.27	20070126	5.35	5.39	5.05	5.37	    27.86	44826328	  2.58	117279.17	福建	84850	 6.33	5.28	46360	38490	  1.20	
002251	步 步 高	-1.86	          0.34	零售	11082.00	         21774	      24130.41	      32675.58	21.64	20080619	22.04	22.04	21.00	22.05	    10.62	17890452	  1.05	95894.90	湖南	8314	 4.72	21.52	4348	3966	  1.10	
