代码	名称	涨幅%%	换手%%	细分行业	股东人数	人均持股	流通股本	总股本(万)	现价	上市日期	今开	最高	最低	昨收	市盈(动)	总金额	量比	未分利润	地区	总量	振幅%%	均价	内盘	外盘	内外比	
002190	成飞集成	-8.81	          3.22	通用机械	44088.00	          7830	      34518.83	      34518.83	13.04	20071203	14.35	14.49	12.87	14.30	    99.66	149604208	  0.67	20810.74	四川	111005	11.33	13.48	60495	50510	  1.20	
300338	开元仪器	-8.81	          2.98	仪器仪表	6156.00	          3655	       2250.00	       9000.00	11.49	20120726	12.57	12.57	11.49	12.60	   164.84	8063593	  1.55	17178.77	湖南	6712	 8.57	12.01	4354	2358	  1.85	
600435	北方导航	-8.81	          2.92	非汽车交运	113048.00	          6587	      74466.00	      74466.00	11.39	20030704	12.49	12.64	11.24	12.49	   192.08	260092544	  1.26	56992.13	北京	217657	11.21	11.95	125338	92319	  1.36	
601555	XD东吴证	-8.80	          2.11	证券	0.00	--  	     122138.00	     200000.00	6.94	20111212	7.65	7.65	6.85	7.61	    24.58	185103216	  1.65	77607.73	江苏	258294	10.51	7.17	127921	130373	  0.98	
000663	永安林业	-8.80	          1.54	林业	28607.00	          5835	      16691.81	      20276.02	6.63	19961206	7.27	7.27	6.54	7.27	--  	17756458	  1.34	-2702.80	福建	25645	10.04	6.92	17835	7810	  2.28	
002541	鸿路钢构	-8.80	          2.44	建筑装饰	13870.00	          5018	       6960.00	      26800.00	9.12	20110118	10.02	10.02	9.11	10.00	    18.81	16039851	  1.81	60436.70	安徽	16955	 9.10	9.46	12326	4629	  2.66	
600136	道博股份	-8.80	          0.97	房地产开发	12650.00	          8245	      10429.40	      10444.40	7.98	19980303	8.79	8.79	7.88	8.75	   103.54	8380964	  1.61	2142.65	湖北	10070	10.40	8.32	6230	3840	  1.62	
000737	南风化工	-8.80	          0.74	化学制品	60761.00	          9031	      54871.89	      54876.00	5.08	19970428	5.54	5.54	5.08	5.57	--  	21507980	  1.24	-83090.35	山西	40772	 8.26	5.28	26935	13837	  1.95	
601798	蓝科高新	-8.80	          1.50	专用设备	15613.00	          7430	      11600.00	      32000.00	10.16	20110622	11.14	11.27	10.04	11.14	   168.27	18479120	  0.87	47606.80	甘肃	17348	11.04	10.65	11518	5830	  1.98	
000659	珠海中富	-8.80	          0.82	包装印刷	96010.00	         13391	     128570.25	     128570.25	1.97	19961203	2.16	2.16	1.97	2.16	--  	21771910	  1.96	21325.55	广东	106028	 8.80	2.05	69130	36898	  1.87	
600719	大连热电	-8.79	          1.68	电力	28894.00	          7001	      20229.98	      20229.98	6.12	19960716	6.69	6.69	6.06	6.71	     8.86	21346146	  0.95	8543.70	辽宁	33913	 9.39	6.29	20671	13242	  1.56	
002470	金正大	-8.79	          0.76	化学制品	23533.00	         10623	      25000.00	      70000.00	14.73	20100908	16.38	16.38	14.71	16.15	    12.95	29256920	  1.80	157229.81	山东	18959	10.34	15.43	10033	8926	  1.12	
600482	风帆股份	-8.79	          1.79	汽车部件	71160.00	          6478	      46100.00	      46100.00	7.78	20040714	8.48	8.48	7.68	8.53	    39.55	66343956	  1.33	399.08	河北	82467	 9.38	8.04	45280	37187	  1.22	
601311	骆驼股份	-8.79	          6.46	汽车部件	25133.00	         12010	      30185.05	      85183.38	9.44	20110602	10.35	10.41	9.36	10.35	    15.52	191903456	  1.26	127364.62	湖北	195040	10.14	9.84	113973	81067	  1.41	
000632	三木集团	-8.79	          1.99	综合	76315.00	          6094	      46505.91	      46551.96	3.32	19961121	3.58	3.65	3.29	3.64	    93.01	31866852	  0.72	11603.95	福建	92523	 9.89	3.44	63269	29254	  2.16	
000002	万  科Ａ	-8.79	          1.79	房地产开发	704231.00	         13720	     966182.81	    1099521.00	9.03	19910129	9.88	9.88	9.00	9.90	    15.38	1609937152	  1.90	2830200.25	深圳	1733650	 8.89	9.29	920483	813167	  1.13	
002307	北新路桥	-8.78	          0.65	建筑装饰	32421.00	         13223	      42871.32	      42871.32	5.09	20091111	5.59	5.62	5.06	5.58	   179.54	14562931	  1.27	28161.05	新疆	27694	10.04	5.26	18525	9169	  2.02	
600273	华芳纺织	-8.78	          0.89	纺织制造	35630.00	          8841	      31500.00	      31500.00	4.78	20030627	5.22	5.24	4.75	5.24	--  	13935407	  1.31	-13170.37	江苏	27993	 9.35	4.98	19442	8551	  2.27	
601599	鹿港科技	-8.78	          2.43	纺织制造	9638.00	         17111	      16491.44	      31800.00	7.38	20110527	7.99	8.04	7.32	8.09	   677.49	30703472	  1.36	22721.70	江苏	40089	 8.90	7.66	27201	12888	  2.11	
002479	富春环保	-8.77	          1.14	环保工程	53932.00	          8246	      44472.00	      73780.00	7.07	20100921	7.75	7.75	6.98	7.75	    24.29	37171148	  1.52	26800.14	浙江	50836	 9.94	7.31	32660	18176	  1.80	
000558	莱茵置业	-8.77	          0.47	房地产开发	31282.00	         20129	      62967.89	      63026.91	3.12	19940509	3.42	3.43	3.11	3.42	    44.28	9739107	  1.57	14613.80	浙江	29803	 9.36	3.27	21524	8279	  2.60	
600864	哈投股份	-8.77	          1.42	电力	60053.00	          9098	      54637.82	      54637.82	9.05	19940809	9.80	9.87	8.93	9.92	    19.81	71498832	  1.11	112181.11	黑龙江	77560	 9.48	9.22	43020	34540	  1.25	
300218	安利股份	-8.76	          2.02	塑料	6688.00	          8842	       5913.60	      21120.00	5.83	20110518	6.41	6.47	5.80	6.39	    35.71	7286842	  0.69	22185.79	安徽	11961	10.49	6.09	8054	3907	  2.06	
300252	金信诺	-8.76	          4.42	通信设备	6147.00	          6214	       3820.03	      10800.00	19.89	20110818	21.84	21.89	19.62	21.80	    45.21	34500732	  1.33	11470.47	深圳	16881	10.41	20.44	11470	5411	  2.12	
000791	甘肃电投	-8.76	          1.14	化学制品	22694.00	          5057	      11476.80	      72215.78	5.21	19971014	5.72	5.72	5.21	5.71	--  	7114698	  1.88	39358.35	甘肃	13054	 8.93	5.45	8599	4455	  1.93	
600806	昆明机床	-8.75	          1.11	通用机械	51462.00	          7582	      39018.62	      53108.10	4.69	19940103	5.12	5.12	4.63	5.14	--  	21064666	  1.26	63546.35	云南	43298	 9.53	4.86	26376	16922	  1.56	
002113	天润控股	-8.75	          0.69	化学制品	11277.00	         10182	      11482.40	      11840.00	6.88	20070208	7.47	7.58	6.83	7.54	   149.95	5712753	  1.11	-21839.60	湖南	7971	 9.95	7.17	4989	2982	  1.67	
002192	路翔股份	-8.75	          1.86	石油化工	17991.00	          5467	       9836.46	      14210.34	14.91	20071205	16.28	16.28	14.80	16.34	--  	28250822	  1.12	6985.28	广东	18293	 9.06	15.44	12208	6085	  2.01	
600096	云天化	-8.75	          0.83	化学制品	52832.00	         13129	      69363.45	     166866.84	8.55	19970709	9.32	9.35	8.44	9.37	--  	51297736	  1.48	31240.68	云南	57665	 9.71	8.90	30889	26776	  1.15	
002031	巨轮股份	-8.75	          1.44	通用机械	26870.00	         13448	      36134.51	      47619.17	5.84	20040816	6.40	6.40	5.84	6.40	    18.97	31478520	  1.54	61500.10	广东	51964	 8.75	6.06	32213	19751	  1.63	
002282	博深工具	-8.75	          2.00	通用机械	18367.00	          6157	      11307.88	      22542.00	6.78	20090821	7.42	7.42	6.71	7.43	    70.15	16035802	  1.93	12493.25	河北	22659	 9.56	7.08	15221	7438	  2.05	
601005	重庆钢铁	-8.75	          1.53	钢铁	0.00	--  	     119500.00	     173312.70	2.40	20070228	2.58	2.62	2.37	2.63	--  	45385384	  1.25	26409.20	重庆	183150	 9.51	2.48	108559	74591	  1.46	
300019	硅宝科技	-8.74	          1.72	化工新材料	9201.00	         10187	       9373.12	      16320.00	8.14	20091030	8.83	8.85	8.03	8.92	    35.11	13588910	  1.53	14625.47	四川	16158	 9.19	8.41	10588	5570	  1.90	
002556	辉隆股份	-8.74	          3.25	化学制品	41440.00	          6299	      26102.30	      47840.00	5.43	20110302	5.95	6.07	5.37	5.95	    35.65	48669580	  1.11	33316.41	安徽	84921	11.76	5.73	50655	34266	  1.48	
600512	腾达建设	-8.74	          1.85	建筑装饰	74543.00	          9886	      73694.06	      73694.06	2.82	20021226	3.08	3.08	2.78	3.09	     8.61	40114284	  1.92	24893.07	浙江	136358	 9.71	2.94	85592	50766	  1.69	
000554	泰山石油	-8.74	          1.84	石油化工	59763.00	          6068	      36264.96	      48079.32	3.76	19931215	4.10	4.10	3.71	4.12	   129.61	26070730	  1.83	12117.93	山东	66767	 9.47	3.90	43877	22890	  1.92	
300107	建新股份	-8.74	          2.39	化学制品	4525.00	          8685	       3930.00	      13380.00	7.94	20100820	8.65	8.76	7.88	8.70	    64.56	7775011	  0.91	10955.68	河北	9380	10.11	8.29	5990	3390	  1.77	
000021	长城开发	-8.73	          1.59	计算机设备	104163.00	         12652	     131783.28	     131927.78	4.60	19940202	5.01	5.12	4.55	5.04	    46.64	101608384	  1.33	136930.92	深圳	210162	11.31	4.83	123113	87049	  1.41	
002172	澳洋科技	-8.73	          0.77	化学纤维	42042.00	         12691	      53357.10	      55622.10	3.87	20070921	4.22	4.22	3.82	4.24	    32.35	16382741	  0.91	-43725.80	江苏	40875	 9.43	4.01	26882	13993	  1.92	
300007	汉威电子	-8.72	          2.88	仪器仪表	11187.00	          5956	       6662.58	      11800.00	10.88	20091030	11.80	11.87	10.80	11.92	    51.36	21617844	  0.84	16540.52	河南	19185	 8.98	11.27	12296	6889	  1.78	
002609	捷顺科技	-8.72	          3.56	计算机应用	9176.00	          4904	       4500.00	      18421.58	8.16	20110815	8.94	8.94	8.14	8.94	--  	13710624	  1.17	12364.57	深圳	16035	 8.95	8.55	9987	6048	  1.65	
000838	国兴地产	-8.71	          0.60	房地产开发	9377.00	         19303	      18099.97	      18099.97	6.60	19970626	7.23	7.23	6.52	7.23	--  	7313648	  3.77	2239.74	四川	10863	 9.82	6.73	7295	3568	  2.04	
600213	亚星客车	-8.70	          0.64	汽车整车	18093.00	         12159	      22000.00	      22000.00	5.35	19990831	5.80	5.88	5.35	5.86	--  	7820173	  0.90	-42645.23	江苏	14041	 9.04	5.57	9022	5019	  1.80	
300002	神州泰岳	-8.70	          4.07	计算机应用	30599.00	         10604	      32447.83	      61341.39	15.11	20091030	16.28	16.66	15.00	16.55	    23.78	207096816	  0.79	124171.67	北京	131981	10.03	15.69	72662	59319	  1.22	
002334	英威腾	-8.69	          1.78	电气设备	19075.00	         11898	      22696.03	      35020.80	7.88	20100113	8.52	8.52	7.80	8.63	    46.13	32878320	  1.29	31027.09	深圳	40403	 8.34	8.14	22783	17620	  1.29	
600030	中信证券	-8.69	          1.36	证券	591978.00	         16579	     981466.19	    1101690.88	10.09	20030106	10.95	10.97	10.07	11.05	    28.49	1394820608	  1.75	2619520.75	深圳	1334535	 8.14	10.45	611760	722775	  0.85	
002433	太安堂	-8.69	          3.62	中药	15454.00	          5926	       9157.50	      27800.00	12.51	20100618	13.67	13.68	12.44	13.70	    43.41	42864028	  1.25	26958.69	广东	33178	 9.05	12.92	18711	14467	  1.29	
600635	大众公用	-8.69	          0.75	多元金融	217843.00	          7551	     164486.98	     164486.98	3.89	19930304	4.25	4.25	3.88	4.26	    36.58	49422248	  1.61	112669.80	上海	122829	 8.69	4.02	84016	38813	  2.16	
600476	湘邮科技	-8.68	          1.91	计算机应用	16427.00	          9805	      16107.00	      16107.00	7.15	20031210	7.80	7.83	7.05	7.83	--  	22939404	  1.83	-2261.59	湖南	30823	 9.96	7.44	23858	6965	  3.43	
600636	三爱富	-8.68	          1.10	化学制品	82494.00	          4630	      38195.05	      38195.05	10.41	19930316	11.40	11.40	10.40	11.40	--  	45308392	  1.45	108094.67	上海	42039	 8.77	10.78	25828	16211	  1.59	
002254	泰和新材	-8.68	          1.01	化学纤维	32781.00	         15522	      50883.10	      50902.80	6.52	20080625	7.07	7.10	6.43	7.14	    61.95	34423244	  1.14	53923.68	山东	51170	 9.38	6.73	31826	19344	  1.65	
600721	百花村	-8.67	          0.97	煤炭开采	15428.00	          7775	      11995.84	      26885.19	6.85	19960626	7.50	7.57	6.75	7.50	--  	8297808	  1.51	4639.50	新疆	11622	10.93	7.14	8116	3506	  2.31	
002266	浙富股份	-8.66	          6.33	电气设备	19261.00	         14937	      28770.56	      71644.07	10.65	20080806	11.58	11.58	10.60	11.66	   115.41	200009728	  0.87	55568.38	浙江	182074	 8.40	10.99	113608	68466	  1.66	
000407	胜利股份	-8.66	          3.39	塑料	54020.00	         11938	      64489.73	      64923.19	6.12	19960703	6.65	6.66	6.12	6.70	   244.93	138280912	  1.48	33117.80	山东	218682	 8.06	6.32	133940	84742	  1.58	
000039	中集集团	-8.65	          0.83	金属制品	147044.00	          8375	     123154.45	     266239.59	9.61	19940408	10.52	10.53	9.57	10.52	    29.15	101130328	  1.61	1361222.00	深圳	102104	 9.13	9.90	56996	45108	  1.26	
600714	金瑞矿业	-8.65	          0.62	煤炭开采	27269.00	         10026	      27340.44	      27340.44	7.50	19960606	8.20	8.20	7.40	8.21	   112.19	13344699	  1.13	640.95	青海	17061	 9.74	7.82	12712	4349	  2.92	
300335	迪森股份	-8.64	          2.82	环保工程	6950.00	          7528	       5232.00	      20923.32	12.06	20120710	13.09	13.12	12.00	13.20	    42.45	18568862	  0.55	12681.07	广东	14754	 8.48	12.59	9489	5265	  1.80	
300048	合康变频	-8.64	          2.69	电气设备	10911.00	         22494	      24543.11	      33814.48	7.30	20100120	8.00	8.10	7.19	7.99	    31.12	50045384	  1.66	28934.15	北京	66133	11.39	7.57	40149	25984	  1.55	
000939	凯迪电力	-8.64	          0.94	环保工程	86260.00	         10907	      94080.47	      94330.88	5.29	19990923	5.77	5.77	5.21	5.79	    43.70	48359332	  1.53	131775.52	湖北	88218	 9.67	5.48	55912	32306	  1.73	
300215	电科院	-8.63	          2.32	电气设备	7557.00	         26466	      20000.00	      36000.00	14.71	20110511	16.11	16.15	14.69	16.10	    32.91	70838408	  1.51	22025.45	江苏	46471	 9.07	15.24	29571	16900	  1.75	
000968	煤 气 化	-8.63	          1.64	煤炭开采	63442.00	          8098	      51374.69	      51374.69	7.73	20000622	8.44	8.44	7.67	8.46	--  	67244848	  2.32	112819.02	山西	84099	 9.10	8.00	46597	37502	  1.24	
000785	武汉中商	-8.63	          0.70	零售	25550.00	          9828	      25109.36	      25122.16	5.19	19970711	5.67	5.67	5.17	5.68	    11.53	9478876	  1.36	27299.94	湖北	17667	 8.80	5.37	13309	4358	  3.05	
002278	神开股份	-8.62	          2.30	专用设备	28979.00	          6077	      17611.31	      28767.56	8.69	20090811	9.52	9.52	8.61	9.51	    69.85	36617580	  0.93	27383.80	上海	40528	 9.57	9.03	25386	15142	  1.68	
600567	山鹰纸业	-8.62	          2.29	造纸	135101.00	         11092	     149851.70	     158601.70	2.12	20011218	2.30	2.34	2.10	2.32	--  	75323856	  0.59	39184.81	安徽	342580	10.34	2.20	194059	148521	  1.31	
600883	博闻科技	-8.61	          0.73	综合	20594.00	         11464	      23608.80	      23608.80	5.41	19951208	5.88	5.88	5.33	5.92	    71.78	9599836	  1.64	26254.40	云南	17284	 9.29	5.55	9395	7889	  1.19	
002539	新都化工	-8.61	          2.19	化学制品	20355.00	          5116	      10413.86	      33104.00	7.85	20110118	8.50	8.50	7.73	8.59	    15.24	18615240	  1.09	62538.91	四川	22823	 8.96	8.16	14884	7939	  1.87	
000783	长江证券	-8.60	          1.15	证券	136835.00	         17329	     237118.34	     237123.39	7.97	19970731	8.72	8.72	7.97	8.72	    15.27	226570720	  1.43	263912.88	湖北	273120	 8.60	8.30	149135	123985	  1.20	
600449	宁夏建材	-8.60	          1.66	建筑材料	37852.00	          6625	      25076.77	      47831.87	6.59	20030829	7.24	7.25	6.49	7.21	--  	28233756	  1.67	109069.67	宁夏	41593	10.54	6.79	24879	16714	  1.49	
600166	福田汽车	-8.60	          1.16	汽车整车	125374.00	         14358	     180013.39	     280967.16	5.21	19980602	5.70	5.70	5.13	5.70	    19.21	112332792	  1.54	289469.31	北京	208324	10.00	5.39	113130	95194	  1.19	
600326	西藏天路	-8.60	          0.70	建筑装饰	84153.00	          6502	      54720.00	      54720.00	6.38	20010116	6.99	6.99	6.35	6.98	--  	25434050	  1.47	24667.72	西藏	38231	 9.17	6.65	24005	14226	  1.69	
000408	金谷源	-8.59	          0.95	贸易	30493.00	          8274	      25230.15	      25230.15	5.64	19960628	6.14	6.16	5.60	6.17	   278.56	13957748	  1.11	-24122.12	河北	23972	 9.08	5.82	15029	8943	  1.68	
002104	恒宝股份	-8.59	          4.48	通信设备	48747.00	          6981	      34032.05	      44064.00	11.71	20070110	12.70	12.79	11.53	12.81	    46.01	185190832	  0.83	30543.35	江苏	152459	 9.84	12.15	88628	63831	  1.39	
002090	金智科技	-8.59	          2.66	电气设备	21443.00	          8692	      18637.36	      20400.00	7.56	20061208	8.25	8.38	7.55	8.27	    34.92	39477912	  3.18	23324.37	江苏	49611	10.04	7.96	31185	18426	  1.69	
600355	精伦电子	-8.58	          1.85	通信设备	29527.00	          8333	      24604.46	      24604.46	4.26	20020613	4.67	4.69	4.19	4.66	--  	19907584	  1.79	-16800.14	湖北	45443	10.73	4.38	26234	19209	  1.37	
000883	湖北能源	-8.58	          0.63	电力	38273.00	         10848	      41519.44	     267437.47	4.90	19980519	5.33	5.38	4.87	5.36	    21.40	13372243	  1.27	240275.77	湖北	26218	 9.51	5.10	14612	11606	  1.26	
300328	宜安科技	-8.58	          6.07	通用机械	3602.00	          7773	       2800.00	      11200.00	15.98	20120619	17.45	17.45	15.75	17.48	    44.18	28052524	  0.85	10912.22	广东	16990	 9.73	16.51	11200	5790	  1.93	
600466	迪康药业	-8.58	          2.16	中药	107000.00	          4103	      43900.58	      43900.58	4.37	20010212	4.75	4.75	4.30	4.78	   153.95	42587692	  1.47	-3381.41	四川	94778	 9.41	4.49	52626	42152	  1.25	
002305	南国置业	-8.57	          0.76	房地产开发	16892.00	         35222	      59497.41	      96000.00	7.68	20091106	8.30	8.39	7.68	8.40	    91.95	36125980	  1.42	95547.81	湖北	45216	 8.45	7.99	25417	19799	  1.28	
600971	恒源煤电	-8.57	          0.57	煤炭开采	70819.00	         14121	     100000.40	     100000.40	8.11	20040817	8.80	8.86	8.10	8.87	    29.16	48536324	  1.05	312033.03	安徽	57250	 8.57	8.48	31075	26175	  1.19	
600789	鲁抗医药	-8.56	          1.33	化学制药	105769.00	          5499	      58157.55	      58157.55	3.95	19970226	4.28	4.30	3.94	4.32	   225.66	31864076	  1.36	10714.06	山东	77546	 8.33	4.11	49297	28249	  1.75	
600521	华海药业	-8.56	          3.46	化学制药	18603.00	         41561	      77315.50	      77548.57	17.30	20030304	18.72	18.90	17.03	18.92	    33.07	477953600	  2.48	107661.41	浙江	267697	 9.88	17.85	147280	120417	  1.22	
601233	桐昆股份	-8.56	          1.35	化学纤维	36671.00	         14337	      52576.23	      96360.00	5.34	20110518	5.80	5.81	5.29	5.84	    81.56	39124228	  1.44	280795.72	浙江	70840	 8.90	5.52	38959	31881	  1.22	
000007	零七股份	-8.55	          1.33	综合	19748.00	          9360	      18483.16	      23096.53	13.80	19920413	15.01	15.05	13.61	15.09	--  	35351992	  0.90	-30922.84	深圳	24599	 9.54	14.37	16308	8291	  1.97	
300242	明家科技	-8.55	          4.47	电气设备	4747.00	          5570	       2644.00	       7500.00	8.88	20110712	9.80	9.80	8.74	9.71	--  	10858731	  1.12	4845.51	广东	11828	10.92	9.18	8531	3297	  2.59	
600303	曙光股份	-8.54	          1.29	汽车整车	83477.00	          6882	      57450.60	      57450.60	3.64	20001226	3.99	4.00	3.60	3.98	--  	28052648	  1.11	90159.08	辽宁	74209	10.05	3.78	46676	27533	  1.70	
600815	厦工股份	-8.54	          0.86	专用设备	82959.00	         11327	      93970.96	      95897.00	4.07	19940128	4.44	4.46	4.01	4.45	--  	34038796	  1.62	144551.20	福建	80372	10.11	4.24	48891	31481	  1.55	
002018	华星化工	-8.54	          1.95	化学制品	26963.00	         16171	      43600.69	     119885.65	6.75	20040713	7.38	7.40	6.64	7.38	   414.69	59232924	  1.29	24297.20	安徽	85078	10.30	6.96	56313	28765	  1.96	
600756	浪潮软件	-8.53	          1.92	计算机应用	42229.00	          6601	      27874.73	      27874.73	8.04	19960923	8.80	8.83	7.95	8.79	--  	44539668	  1.00	28257.28	山东	53569	10.01	8.31	34283	19286	  1.78	
002549	凯美特气	-8.53	          4.17	化学制品	9062.00	          7449	       6750.00	      27000.00	12.12	20110218	13.40	13.40	12.12	13.25	    85.68	36017904	  0.81	13627.90	湖南	28140	 9.66	12.80	17918	10222	  1.75	
000712	锦龙股份	-8.53	          2.16	水务	22013.00	         10173	      22394.43	      44800.00	16.52	19970415	18.20	18.20	16.40	18.06	    60.52	81353000	  1.19	53094.31	广东	48260	 9.97	16.86	27197	21063	  1.29	
600836	界龙实业	-8.53	          1.00	包装印刷	58598.00	          5351	      31356.33	      31356.33	6.33	19940224	6.93	6.96	6.25	6.92	   542.01	20717774	  1.21	10417.61	上海	31358	10.26	6.61	21102	10256	  2.06	
002323	中联电气	-8.53	          0.41	电气设备	10273.00	          7347	       7547.27	      10758.79	11.48	20091218	12.60	12.60	11.39	12.55	    35.86	3674771	  1.28	16834.50	江苏	3061	 9.64	12.00	1865	1196	  1.56	
600888	新疆众和	-8.52	          0.87	有色金属	0.00	--  	      62742.37	      64122.58	5.58	19960215	6.08	6.08	5.55	6.10	    19.68	31590966	  1.99	98007.80	新疆	54861	 8.69	5.76	38376	16485	  2.33	
300260	新莱应材	-8.51	          5.39	通用机械	7656.00	          3876	       2967.56	      10005.00	9.78	20110906	10.65	10.65	9.69	10.69	    52.67	16183903	  0.51	11450.62	江苏	15981	 8.98	10.13	9776	6205	  1.58	
300189	神农大丰	-8.51	          2.55	种植业	22771.00	          4633	      10549.32	      25600.00	8.17	20110316	8.87	8.95	8.15	8.93	    15.32	22939730	  1.34	20220.37	海南	26930	 8.96	8.52	17801	9129	  1.95	
300084	海默科技	-8.51	          3.03	采掘服务	14013.00	          6471	       9068.28	      12800.00	10.11	20100520	11.06	11.17	10.08	11.05	   156.47	29079686	  0.81	8483.50	甘肃	27487	 9.86	10.58	18905	8582	  2.20	
600701	工大高新	-8.51	          1.39	综合	65406.00	          7626	      49878.19	      49878.19	3.98	19960528	4.34	4.34	3.92	4.35	--  	28441656	  1.32	22699.82	黑龙江	69264	 9.66	4.11	44332	24932	  1.78	
601010	文峰股份	-8.50	          1.61	零售	15376.00	         11980	      18420.00	      73920.00	6.35	20110603	6.80	6.88	6.33	6.94	    11.46	19612782	  1.80	88686.23	江苏	29731	 7.93	6.60	22401	7330	  3.06	
600665	天地源	-8.50	          0.71	房地产开发	56973.00	         15167	      86412.25	      86412.25	3.23	19930709	3.49	3.52	3.19	3.53	     8.05	20442776	  1.73	100509.06	上海	61057	 9.35	3.35	44813	16244	  2.76	
600730	中国高科	-8.49	          1.30	综合	33739.00	          8694	      29332.80	      29332.80	7.11	19960726	7.75	7.75	7.00	7.77	   110.54	27929356	  1.21	37754.03	上海	38239	 9.65	7.30	22265	15974	  1.39	
600459	贵研铂业	-8.49	          1.60	有色金属	0.00	--  	      19553.68	      20075.21	16.27	20030516	17.78	17.78	16.23	17.78	    47.00	53010824	  1.03	14540.20	云南	31298	 8.72	16.94	19816	11482	  1.73	
600854	春兰股份	-8.49	          0.81	白色家电	37952.00	         13687	      51945.85	      51945.85	3.88	19940425	4.20	4.22	3.84	4.24	    17.54	16847444	  1.63	-66675.78	江苏	41980	 8.96	4.01	22924	19056	  1.20	
601038	一拖股份	-8.49	          3.82	专用设备	35455.00	          4231	      15000.00	      99590.00	6.90	20120808	7.50	7.54	6.79	7.54	    15.31	40954720	  1.16	102447.78	河南	57352	 9.95	7.14	34295	23057	  1.49	
000718	苏宁环球	-8.49	          0.98	房地产开发	51783.00	         28301	     146553.02	     204319.25	5.50	19970408	6.02	6.02	5.41	6.01	    10.06	80293560	  1.69	280364.09	吉林	143680	10.15	5.59	87690	55990	  1.57	
600190	锦州港	-8.48	          0.56	港口	103940.00	         12882	     133898.05	     156178.73	4.53	19990609	4.97	4.97	4.46	4.95	    66.20	34763904	  0.65	60742.55	辽宁	74604	10.30	4.66	49239	25365	  1.94	
300093	金刚玻璃	-8.48	          6.48	建筑材料	13319.00	         10014	      13337.25	      21600.00	6.15	20100708	6.63	6.78	6.06	6.72	    40.82	55424584	  1.15	20580.95	广东	86410	10.71	6.41	57327	29083	  1.97	
002382	蓝帆股份	-8.48	          1.48	塑料	12655.00	         18965	      24000.00	      24000.00	12.95	20100402	14.00	14.30	12.80	14.15	    70.16	47635912	  0.75	21957.99	山东	35522	10.60	13.41	21995	13527	  1.63	
002161	远 望 谷	-8.48	          3.71	其他电子	65355.00	          7124	      46557.46	      73975.74	7.88	20070821	8.57	8.64	7.80	8.61	    50.75	142318448	  1.02	32737.49	深圳	172845	 9.76	8.23	99808	73037	  1.37	
300145	南方泵业	-8.48	          1.94	通用机械	6554.00	          8298	       5438.75	      14400.00	25.37	20101209	27.66	27.66	24.95	27.72	    40.40	27645638	  1.69	26952.10	浙江	10538	 9.78	26.23	7147	3391	  2.11	
002421	达实智能	-8.48	          1.38	计算机应用	10196.00	         19610	      19994.02	      20880.00	16.63	20100603	18.01	18.05	16.50	18.17	    81.17	47374600	  1.12	19250.25	深圳	27494	 8.53	17.23	18759	8735	  2.15	
600757	长江传媒	-8.47	          1.31	传媒	27885.00	         12557	      35014.03	     103968.45	5.51	19961003	5.98	5.98	5.42	6.02	    13.49	26114728	  1.01	112969.60	湖北	45747	 9.30	5.71	31196	14551	  2.14	
000918	嘉凯城	-8.47	          0.31	房地产开发	26907.00	         67053	     180419.16	     180419.16	2.81	19990720	3.07	3.08	2.79	3.07	--  	16401040	  1.38	311506.91	湖南	55488	 9.45	2.96	35795	19693	  1.82	
600621	华鑫股份	-8.47	          1.47	房地产开发	70435.00	          7441	      52408.23	      52408.23	4.00	19921202	4.31	4.35	3.96	4.37	    12.02	31926784	  0.75	57242.41	上海	76903	 8.92	4.15	49297	27606	  1.79	
002655	共达电声	-8.46	         10.77	电子制造	12119.00	         10981	      13308.00	      24000.00	9.30	20120217	10.16	10.44	9.15	10.16	    97.29	140033936	  0.63	15550.22	山东	143354	12.70	9.77	81498	61856	  1.32	
000969	安泰科技	-8.46	          0.73	金属非金属	88870.00	          9688	      86100.79	      86279.63	8.22	20000529	8.96	9.04	8.20	8.98	    92.78	54292860	  1.30	59862.96	北京	63133	 9.35	8.60	34445	28688	  1.20	
000902	中国服装	-8.46	          0.67	服装家纺	16447.00	         15687	      25800.00	      25800.00	7.68	19990408	8.30	8.30	7.65	8.39	--  	13788889	  0.95	-12034.80	北京	17350	 7.75	7.95	10428	6922	  1.51	
002411	九九久	-8.46	          1.71	化学制品	23284.00	         10544	      24550.94	      34830.00	5.95	20100525	6.48	6.49	5.85	6.50	    85.47	25828944	  1.09	21192.95	江苏	41899	 9.85	6.16	28181	13718	  2.05	
000886	海南高速	-8.45	          1.68	高速公路	144629.00	          6634	      95951.53	      98882.82	3.25	19980123	3.52	3.56	3.22	3.55	    18.06	54478988	  0.81	37018.66	海南	161389	 9.58	3.38	98703	62686	  1.57	
000409	泰复实业	-8.45	          1.78	综合	14750.00	         11462	      16905.90	      47270.92	12.14	19960627	13.03	13.13	11.93	13.26	    93.88	37503640	  1.18	1528.27	安徽	30045	 9.05	12.48	17639	12406	  1.42	
002120	新海股份	-8.44	          1.21	家用轻工	18222.00	          5302	       9660.65	      15028.00	6.40	20070306	6.95	7.04	6.34	6.99	    45.85	7688868	  1.52	23609.20	浙江	11653	10.01	6.60	9060	2593	  3.49	
